,index,Airline,Date_of_Journey,Source,Destination,Route,Dep_Time,Duration,Total_Stops,Price
260,260,IndiGo,2019-01-04,Kolkata,Banglore,CCU → GAU → BLR,15:10,320,1 stop,8567
261,261,Air India,2019-01-04,Kolkata,Banglore,CCU → HYD → BLR,19:00,580,1 stop,4227
262,262,SpiceJet,2019-01-04,Kolkata,Banglore,CCU → IXB → BLR,15:55,330,1 stop,7646
263,263,GoAir,2019-01-04,Delhi,Cochin,DEL → AMD → COK,7:25,370,1 stop,4563
264,264,Jet Airways,2019-01-04,Kolkata,Banglore,CCU → BOM → BLR,6:30,590,1 stop,12996
265,265,Jet Airways,2019-01-04,Kolkata,Banglore,CCU → BOM → BLR,8:25,590,1 stop,7064
266,266,IndiGo,2019-01-04,Kolkata,Banglore,CCU → MAA → BLR,17:35,280,1 stop,5699
267,267,IndiGo,2019-01-04,Banglore,Delhi,BLR → DEL,16:55,180,non-stop,4823
268,268,IndiGo,2019-01-04,Kolkata,Banglore,CCU → BLR,11:30,155,non-stop,4174
269,269,Jet Airways,2019-01-04,Kolkata,Banglore,CCU → DEL → BLR,20:25,870,1 stop,11467
270,270,Jet Airways,2019-01-04,Kolkata,Banglore,CCU → BOM → BLR,18:55,1660,1 stop,7064
271,271,Jet Airways,2019-01-04,Kolkata,Banglore,CCU → BOM → BLR,20:00,1430,1 stop,7064
272,272,Jet Airways,2019-01-04,Kolkata,Banglore,CCU → BOM → BLR,18:55,1285,1 stop,12681
273,273,Vistara,2019-01-04,Kolkata,Banglore,CCU → DEL → BLR,17:00,385,1 stop,8610
274,274,Vistara,2019-01-04,Kolkata,Banglore,CCU → DEL → BLR,17:00,965,1 stop,8662
275,275,Air India,2019-01-04,Kolkata,Banglore,CCU → GAU → DEL → BLR,16:45,970,2 stops,9920
276,276,Air India,2019-01-04,Kolkata,Banglore,CCU → GAU → DEL → BLR,16:45,1830,2 stops,9237
277,277,Jet Airways,2019-01-04,Kolkata,Banglore,CCU → BOM → BLR,6:30,1545,1 stop,7064
278,278,Air Asia,2019-01-04,Kolkata,Banglore,CCU → BBI → BLR,6:50,220,1 stop,5162
279,279,SpiceJet,2019-01-04,Kolkata,Banglore,CCU → BLR,9:00,145,non-stop,3841
280,280,SpiceJet,2019-01-04,Banglore,Delhi,BLR → DEL,9:30,170,non-stop,3971
281,281,Air India,2019-01-04,Kolkata,Banglore,CCU → BOM → BLR,16:50,1540,1 stop,7893
282,282,IndiGo,2019-01-04,Kolkata,Banglore,CCU → BLR,17:15,155,non-stop,4174
283,283,Jet Airways,2019-01-04,Kolkata,Banglore,CCU → BOM → BLR,18:55,585,1 stop,12681
284,284,IndiGo,2019-01-04,Delhi,Cochin,DEL → MAA → COK,2:00,325,1 stop,5164
285,285,SpiceJet,2019-01-04,Banglore,Delhi,BLR → DEL,5:55,160,non-stop,3919
286,286,Air India,2019-01-04,Kolkata,Banglore,CCU → DEL → BLR,17:30,925,1 stop,7893
287,287,Vistara,2019-01-04,Kolkata,Banglore,CCU → DEL → BLR,20:20,1625,1 stop,7927
288,288,Jet Airways,2019-01-04,Kolkata,Banglore,CCU → DEL → BLR,9:35,690,1 stop,8066
289,289,IndiGo,2019-01-04,Kolkata,Banglore,CCU → BLR,20:20,155,non-stop,4488
290,290,Jet Airways,2019-01-04,Kolkata,Banglore,CCU → BOM → BLR,16:30,1640,1 stop,7064
291,291,Vistara,2019-01-04,Kolkata,Banglore,CCU → DEL → BLR,7:10,790,1 stop,8452
292,292,Jet Airways,2019-01-04,Kolkata,Banglore,CCU → BOM → BLR,6:30,800,1 stop,7064
293,293,IndiGo,2019-01-04,Banglore,Delhi,BLR → DEL,10:10,170,non-stop,3943
294,294,Jet Airways,2019-01-04,Banglore,Delhi,BLR → DEL,7:10,180,non-stop,7229
295,295,Jet Airways,2019-01-04,Mumbai,Hyderabad,BOM → HYD,2:55,85,non-stop,5678
296,296,Jet Airways,2019-01-04,Delhi,Cochin,DEL → BOM → COK,18:15,1485,1 stop,5406
297,297,Jet Airways,2019-01-04,Kolkata,Banglore,CCU → BOM → BLR,16:30,425,1 stop,12681
298,298,Jet Airways,2019-01-04,Kolkata,Banglore,CCU → BOM → BLR,21:10,775,1 stop,13784
299,299,IndiGo,2019-01-04,Kolkata,Banglore,CCU → BLR,15:30,155,non-stop,4174
300,300,Air India,2019-01-04,Kolkata,Banglore,CCU → BLR,20:45,155,non-stop,4460
301,301,SpiceJet,2019-01-04,Kolkata,Banglore,CCU → BLR,22:20,140,non-stop,3841
302,302,Air Asia,2019-01-04,Kolkata,Banglore,CCU → BLR,22:50,150,non-stop,4107
303,303,Air India,2019-01-04,Kolkata,Banglore,CCU → DEL → BLR,10:00,795,1 stop,7893
304,304,Air India,2019-01-04,Kolkata,Banglore,CCU → DEL → VGA → BLR,7:00,1620,2 stops,9836
305,305,Air India,2019-01-04,Kolkata,Banglore,CCU → DEL → AMD → BLR,7:00,1345,2 stops,12849
306,306,Air India,2019-01-04,Kolkata,Banglore,CCU → MAA → BLR,14:35,1485,1 stop,5006
307,307,Jet Airways,2019-01-04,Delhi,Cochin,DEL → BOM → COK,10:00,1595,1 stop,5406
308,308,Air Asia,2019-01-04,Kolkata,Banglore,CCU → BLR,19:55,150,non-stop,3807
309,309,Jet Airways,2019-01-04,Kolkata,Banglore,CCU → BOM → BLR,8:25,685,1 stop,7064
310,310,Jet Airways,2019-01-04,Kolkata,Banglore,CCU → BOM → BLR,8:25,590,1 stop,12681
311,311,GoAir,2019-01-04,Kolkata,Banglore,CCU → AMD → BLR,16:40,455,1 stop,5171
312,312,IndiGo,2019-01-04,Banglore,Delhi,BLR → DEL,1:30,165,non-stop,4423
313,313,Vistara,2019-01-04,Kolkata,Banglore,CCU → DEL → BLR,17:00,355,1 stop,8977
314,314,Jet Airways,2019-01-04,Kolkata,Banglore,CCU → DEL → BLR,9:35,690,1 stop,10953
315,315,Jet Airways,2019-01-04,Banglore,Delhi,BLR → DEL,6:00,165,non-stop,4544
316,316,Jet Airways,2019-01-04,Kolkata,Banglore,CCU → BOM → BLR,21:10,450,1 stop,8849
317,317,Air India,2019-01-04,Kolkata,Banglore,CCU → BBI → BOM → BLR,12:00,1830,2 stops,9258
318,318,Jet Airways,2019-01-04,Kolkata,Banglore,CCU → BOM → BLR,18:55,1720,1 stop,7064
319,319,Jet Airways,2019-01-04,Kolkata,Banglore,CCU → BOM → BLR,21:10,730,1 stop,8849
320,320,Jet Airways,2019-01-04,Kolkata,Banglore,CCU → BOM → BLR,8:25,1495,1 stop,7064
321,321,Jet Airways,2019-01-04,Kolkata,Banglore,CCU → BOM → BLR,16:30,1695,1 stop,7064
322,322,Jet Airways,2019-01-04,Kolkata,Banglore,CCU → DEL → BLR,9:35,575,1 stop,11467
323,323,Air India,2019-01-04,Mumbai,Hyderabad,BOM → HYD,21:05,80,non-stop,2050
324,324,SpiceJet,2019-01-04,Kolkata,Banglore,CCU → MAA → BLR,15:05,315,1 stop,4649
325,325,Vistara,2019-01-04,Kolkata,Banglore,CCU → DEL → BLR,20:20,1440,1 stop,8452
326,326,Jet Airways,2019-01-04,Kolkata,Banglore,CCU → BOM → BLR,20:00,1485,1 stop,7064
327,327,Jet Airways,2019-01-04,Kolkata,Banglore,CCU → BOM → BLR,8:25,850,1 stop,7064
328,328,Jet Airways,2019-01-04,Kolkata,Banglore,CCU → BOM → BLR,16:30,425,1 stop,7064
329,329,IndiGo,2019-01-04,Delhi,Cochin,DEL → BOM → COK,20:25,305,1 stop,5073
330,330,Jet Airways,2019-01-04,Delhi,Cochin,DEL → BOM → COK,22:50,825,1 stop,5177
331,331,Air India,2019-01-04,Kolkata,Banglore,CCU → BLR,14:15,150,non-stop,6245
332,332,Jet Airways,2019-01-04,Kolkata,Banglore,CCU → BOM → BLR,6:30,590,1 stop,7851
333,333,Air India,2019-01-04,Kolkata,Banglore,CCU → GAU → DEL → BLR,16:45,1155,2 stops,9920
334,334,Jet Airways,2019-01-04,Delhi,Cochin,DEL → BOM → COK,10:00,540,1 stop,5406
335,335,Jet Airways,2019-01-04,Kolkata,Banglore,CCU → BOM → BLR,8:25,685,1 stop,12681
336,336,IndiGo,2019-01-04,Banglore,Delhi,BLR → DEL,4:00,170,non-stop,3943
337,337,SpiceJet,2019-01-04,Delhi,Cochin,DEL → MAA → COK,6:05,315,1 stop,5351
338,338,Vistara,2019-01-04,Kolkata,Banglore,CCU → DEL → BLR,17:00,1550,1 stop,8610
339,339,Jet Airways,2019-01-04,Kolkata,Banglore,CCU → BOM → BLR,18:55,585,1 stop,7064
340,340,IndiGo,2019-01-04,Mumbai,Hyderabad,BOM → HYD,20:05,95,non-stop,2227
341,341,Jet Airways,2019-01-04,Mumbai,Hyderabad,BOM → HYD,10:20,90,non-stop,3205
342,342,Jet Airways,2019-01-04,Kolkata,Banglore,CCU → BOM → BLR,21:10,665,1 stop,13364
343,343,IndiGo,2019-01-04,Delhi,Cochin,DEL → COK,14:20,195,non-stop,4729
344,344,IndiGo,2019-01-04,Kolkata,Banglore,CCU → MAA → BLR,8:10,290,1 stop,5069
345,345,Jet Airways,2019-01-04,Kolkata,Banglore,CCU → BOM → BLR,16:30,1545,1 stop,7064
346,346,Air Asia,2019-01-04,Banglore,Delhi,BLR → DEL,4:55,170,non-stop,4282
347,347,IndiGo,2019-01-04,Kolkata,Banglore,CCU → BLR,4:40,155,non-stop,4174
348,348,Jet Airways,2019-01-04,Kolkata,Banglore,CCU → BOM → BLR,20:00,1655,1 stop,12681
349,349,Air India,2019-01-04,Banglore,Delhi,BLR → DEL,6:10,165,non-stop,5176
350,350,Jet Airways,2019-01-04,Kolkata,Banglore,CCU → BOM → BLR,6:30,965,1 stop,7064
351,351,Jet Airways,2019-01-04,Mumbai,Hyderabad,BOM → HYD,19:35,90,non-stop,5678
352,352,Jet Airways,2019-01-04,Kolkata,Banglore,CCU → BOM → BLR,6:30,1610,1 stop,7064
353,353,Vistara,2019-01-04,Kolkata,Banglore,CCU → DEL → BLR,20:20,1595,1 stop,7770
354,354,Jet Airways,2019-01-04,Delhi,Cochin,DEL → BOM → COK,14:00,300,1 stop,5177
355,355,Jet Airways,2019-01-04,Kolkata,Banglore,CCU → DEL → BLR,20:25,1295,1 stop,11467
356,356,Air India,2019-01-04,Mumbai,Hyderabad,BOM → HYD,6:20,80,non-stop,3100
357,357,IndiGo,2019-01-04,Kolkata,Banglore,CCU → NAG → BLR,18:05,325,1 stop,6284
358,358,Air India,2019-01-04,Kolkata,Banglore,CCU → BOM → HBX → BLR,16:50,1530,2 stops,7893
359,359,Air India,2019-01-04,Mumbai,Hyderabad,BOM → HYD,19:30,75,non-stop,2050
360,360,IndiGo,2019-01-04,Kolkata,Banglore,CCU → PAT → BLR,9:20,295,1 stop,10308
361,361,Jet Airways,2019-01-04,Kolkata,Banglore,CCU → DEL → BLR,9:35,1520,1 stop,11467
362,362,Air India,2019-01-04,Kolkata,Banglore,CCU → DEL → COK → BLR,10:00,920,2 stops,10408
363,363,Jet Airways,2019-01-04,Kolkata,Banglore,CCU → BOM → BLR,20:00,735,1 stop,7064
364,364,Jet Airways,2019-01-04,Kolkata,Banglore,CCU → BOM → BLR,6:30,1025,1 stop,7064
365,365,GoAir,2019-01-04,Banglore,Delhi,BLR → DEL,20:55,165,non-stop,4239
366,366,SpiceJet,2019-01-04,Kolkata,Banglore,CCU → PNQ → BLR,8:35,520,1 stop,6013
367,367,Air India,2019-01-04,Kolkata,Banglore,CCU → BBI → BLR,9:10,245,1 stop,5793
368,368,Jet Airways,2019-01-04,Kolkata,Banglore,CCU → BOM → BLR,6:30,705,1 stop,7064
369,369,Jet Airways,2019-01-04,Kolkata,Banglore,CCU → BOM → BLR,6:30,1330,1 stop,7064
370,370,Jet Airways,2019-01-04,Mumbai,Hyderabad,BOM → HYD,10:20,90,non-stop,8040
371,371,Air India,2019-01-04,Kolkata,Banglore,CCU → BOM → AMD → BLR,9:25,1200,2 stops,12219
372,372,Jet Airways,2019-01-04,Kolkata,Banglore,CCU → BOM → BLR,18:55,1495,1 stop,12681
373,373,Air India,2019-01-04,Kolkata,Banglore,CCU → BOM → TRV → BLR,9:25,1505,2 stops,12009
374,374,Vistara,2019-01-04,Banglore,Delhi,BLR → DEL,19:30,165,non-stop,5613
375,375,SpiceJet,2019-01-04,Kolkata,Banglore,CCU → BLR,17:10,150,non-stop,3841
376,376,Air India,2019-01-04,Kolkata,Banglore,CCU → IXR → BBI → BLR,5:50,445,2 stops,5562
377,377,Jet Airways,2019-01-04,Kolkata,Banglore,CCU → BOM → BLR,16:30,730,1 stop,7064
378,378,IndiGo,2019-01-04,Mumbai,Hyderabad,BOM → HYD,2:35,90,non-stop,2754
379,379,IndiGo,2019-01-04,Mumbai,Hyderabad,BOM → HYD,19:05,90,non-stop,2754
380,380,Jet Airways,2019-01-04,Delhi,Cochin,DEL → BOM → COK,9:00,1655,1 stop,5406
381,381,Jet Airways,2019-01-04,Kolkata,Banglore,CCU → BOM → BLR,20:00,1595,1 stop,7064
382,382,Jet Airways,2019-01-04,Kolkata,Banglore,CCU → BOM → BLR,18:55,865,1 stop,7064
383,383,Jet Airways,2019-01-04,Kolkata,Banglore,CCU → BOM → BLR,20:00,1335,1 stop,12681
384,384,IndiGo,2019-01-04,Banglore,Delhi,BLR → DEL,20:00,170,non-stop,4823
385,385,Jet Airways,2019-01-04,Kolkata,Banglore,CCU → BOM → BLR,20:00,1430,1 stop,12681
386,386,Air India,2019-01-04,Banglore,Delhi,BLR → DEL,13:20,170,non-stop,5911
387,387,Air India,2019-01-04,Kolkata,Banglore,CCU → DEL → BLR,20:30,930,1 stop,7893
388,388,Jet Airways,2019-01-04,Kolkata,Banglore,CCU → BOM → BLR,16:30,365,1 stop,7064
389,389,Jet Airways,2019-01-04,Kolkata,Banglore,CCU → BOM → BLR,18:55,1025,1 stop,7064
390,390,Jet Airways,2019-01-04,Kolkata,Banglore,CCU → BOM → BLR,16:30,1640,1 stop,12681
391,391,Air India,2019-01-04,Kolkata,Banglore,CCU → GAU → DEL → BLR,16:45,1660,2 stops,9920
392,392,Jet Airways,2019-01-04,Kolkata,Banglore,CCU → GAU → BLR,10:20,435,1 stop,6077
393,393,GoAir,2019-01-04,Banglore,Delhi,BLR → DEL,7:45,175,non-stop,4239
394,394,Jet Airways,2019-01-04,Kolkata,Banglore,CCU → DEL → BLR,20:25,1540,1 stop,12121
395,395,SpiceJet,2019-01-04,Banglore,Delhi,BLR → DEL,21:10,175,non-stop,3573
396,396,IndiGo,2019-01-04,Kolkata,Banglore,CCU → BBI → BLR,19:35,220,1 stop,4226
397,397,Vistara,2019-01-04,Banglore,Delhi,BLR → DEL,21:00,170,non-stop,5403
398,398,Jet Airways,2019-01-04,Kolkata,Banglore,CCU → BOM → BLR,20:00,1595,1 stop,12681
399,399,Air India,2019-01-04,Delhi,Cochin,DEL → MAA → COK,9:45,1420,1 stop,5117
400,400,Air India,2019-01-04,Kolkata,Banglore,CCU → BBI → BOM → BLR,12:00,590,2 stops,9258
401,401,IndiGo,2019-01-04,Mumbai,Hyderabad,BOM → HYD,16:55,90,non-stop,3175
402,402,SpiceJet,2019-01-04,Mumbai,Hyderabad,BOM → HYD,13:15,90,non-stop,1965
403,403,IndiGo,2019-01-04,Banglore,Delhi,BLR → DEL,8:30,170,non-stop,4823
404,404,Jet Airways,2019-01-04,Delhi,Cochin,DEL → BOM → COK,18:15,1100,1 stop,5406
405,405,SpiceJet,2019-01-04,Kolkata,Banglore,CCU → BLR,6:55,155,non-stop,3841
406,406,SpiceJet,2019-01-04,Banglore,Delhi,BLR → DEL,21:10,175,non-stop,3625
407,407,Air India,2019-01-04,Kolkata,Banglore,CCU → GAU → BLR,9:50,675,1 stop,8030
408,408,SpiceJet,2019-01-04,Banglore,Delhi,BLR → DEL,5:55,160,non-stop,3971
409,409,Air India,2019-01-04,Delhi,Cochin,DEL → MAA → COK,20:40,765,1 stop,5117
410,410,SpiceJet,2019-01-04,Delhi,Cochin,DEL → BLR → COK,17:55,295,1 stop,4957
411,411,Vistara,2019-01-04,Kolkata,Banglore,CCU → DEL → BLR,7:10,945,1 stop,8295
412,412,Jet Airways,2019-01-04,Kolkata,Banglore,CCU → BOM → BLR,8:25,740,1 stop,7064
413,413,IndiGo,2019-01-04,Kolkata,Banglore,CCU → PNQ → BLR,21:00,315,1 stop,5930
414,414,Jet Airways,2019-01-04,Kolkata,Banglore,CCU → BOM → BLR,8:25,475,1 stop,7851
415,415,Jet Airways,2019-01-04,Kolkata,Banglore,CCU → BOM → BLR,6:30,330,1 stop,10056
416,416,Jet Airways,2019-01-04,Kolkata,Banglore,CCU → BOM → BLR,16:30,1430,1 stop,7064
417,417,IndiGo,2019-01-04,Mumbai,Hyderabad,BOM → HYD,21:20,90,non-stop,2227
418,418,Vistara,2019-01-04,Banglore,Delhi,BLR → DEL,11:30,170,non-stop,5403
419,419,IndiGo,2019-01-04,Banglore,Delhi,BLR → DEL,6:05,165,non-stop,3943
420,420,Jet Airways,2019-01-04,Kolkata,Banglore,CCU → BOM → BLR,20:00,1220,1 stop,7064
421,421,Jet Airways,2019-01-04,Kolkata,Banglore,CCU → BOM → BLR,6:30,705,1 stop,12681
422,422,Vistara,2019-01-04,Kolkata,Banglore,CCU → DEL → BLR,7:10,700,1 stop,7927
423,423,Vistara,2019-01-04,Delhi,Cochin,DEL → COK,14:40,190,non-stop,4851
424,424,Jet Airways,2019-01-04,Kolkata,Banglore,CCU → BOM → BLR,6:30,855,1 stop,7064
425,425,Jet Airways,2019-01-04,Banglore,Delhi,BLR → DEL,19:50,180,non-stop,4544
426,426,Air India,2019-01-04,Delhi,Cochin,DEL → MAA → COK,17:20,965,1 stop,5117
427,427,Jet Airways,2019-01-04,Kolkata,Banglore,CCU → BOM → BLR,16:30,730,1 stop,12681
428,428,Vistara,2019-01-04,Kolkata,Banglore,CCU → DEL → BLR,20:20,865,1 stop,8505
429,429,Jet Airways,2019-01-04,Kolkata,Banglore,CCU → BOM → BLR,18:55,1550,1 stop,7064
430,430,SpiceJet,2019-01-04,Banglore,Delhi,BLR → DEL,9:30,170,non-stop,3919
431,431,Jet Airways,2019-01-04,Kolkata,Banglore,CCU → BOM → BLR,8:25,1655,1 stop,7064
432,432,Jet Airways,2019-01-04,Banglore,Delhi,BLR → DEL,18:55,185,non-stop,4544
433,433,Jet Airways,2019-01-04,Kolkata,Banglore,CCU → DEL → BLR,9:35,505,1 stop,9314
434,434,IndiGo,2019-01-04,Banglore,Delhi,BLR → DEL,7:10,175,non-stop,4823
435,435,Vistara,2019-01-04,Kolkata,Banglore,CCU → DEL → BLR,20:20,765,1 stop,7980
436,436,Jet Airways,2019-01-04,Banglore,Delhi,BLR → DEL,15:15,175,non-stop,7229
437,437,Jet Airways,2019-01-04,Kolkata,Banglore,CCU → BOM → BLR,8:25,910,1 stop,7064
438,438,Jet Airways,2019-01-04,Kolkata,Banglore,CCU → BOM → BLR,8:25,475,1 stop,12996
439,439,Vistara,2019-01-04,Kolkata,Banglore,CCU → DEL → BLR,7:10,1655,1 stop,8505
440,440,Jet Airways,2019-01-04,Kolkata,Banglore,CCU → BOM → BLR,8:25,740,1 stop,12681
441,441,IndiGo,2019-01-04,Banglore,Delhi,BLR → DEL,13:00,170,non-stop,4591
442,442,Jet Airways,2019-01-04,Kolkata,Banglore,CCU → BOM → BLR,16:30,945,1 stop,7064
443,443,Jet Airways,2019-01-04,Banglore,Delhi,BLR → DEL,17:45,180,non-stop,4544
444,444,Jet Airways,2019-01-04,Kolkata,Banglore,CCU → BOM → BLR,14:05,510,1 stop,13364
445,445,Air India,2019-01-04,Kolkata,Banglore,CCU → GAU → DEL → BLR,9:50,805,2 stops,12125
446,446,Air India,2019-01-04,Kolkata,Banglore,CCU → DEL → BLR,17:30,1110,1 stop,7893
447,447,Jet Airways,2019-01-04,Kolkata,Banglore,CCU → BOM → BLR,20:00,735,1 stop,12681
448,448,Vistara,2019-01-04,Kolkata,Banglore,CCU → DEL → BLR,20:20,1350,1 stop,7927
449,449,Jet Airways,2019-01-04,Kolkata,Banglore,CCU → BOM → BLR,16:30,1695,1 stop,12681
450,450,Air India,2019-01-04,Kolkata,Banglore,CCU → BBI → BOM → BLR,12:00,1390,2 stops,9258
451,451,Jet Airways,2019-01-04,Kolkata,Banglore,CCU → BOM → BLR,14:05,400,1 stop,13364
452,452,Jet Airways,2019-01-04,Kolkata,Banglore,CCU → BOM → BLR,16:30,1430,1 stop,12681
453,453,Jet Airways,2019-01-04,Kolkata,Banglore,CCU → BOM → BLR,18:55,800,1 stop,12681
454,454,Air India,2019-01-04,Delhi,Cochin,DEL → COK,5:10,170,non-stop,4729
455,455,Vistara,2019-01-04,Kolkata,Banglore,CCU → DEL → BLR,17:00,1640,1 stop,9135
456,456,Air India,2019-01-05,Kolkata,Banglore,CCU → GAU → DEL → BLR,9:50,1385,2 stops,13227
457,457,Air India,2019-01-05,Kolkata,Banglore,CCU → GAU → DEL → BLR,9:50,1385,2 stops,13227
458,458,Air India,2019-01-05,Kolkata,Banglore,CCU → GAU → BLR,16:45,1700,1 stop,7452
459,459,IndiGo,2019-01-05,Kolkata,Banglore,CCU → BLR,20:20,155,non-stop,4804
460,460,Air India,2019-01-05,Kolkata,Banglore,CCU → BBI → BOM → BLR,12:00,1830,2 stops,10151
461,461,IndiGo,2019-01-05,Banglore,Delhi,BLR → DEL,18:25,175,non-stop,4823
462,462,IndiGo,2019-01-05,Delhi,Cochin,DEL → BOM → COK,7:30,810,1 stop,8542
463,463,IndiGo,2019-01-05,Chennai,Kolkata,MAA → CCU,19:35,140,non-stop,3597
464,464,Jet Airways,2019-01-05,Kolkata,Banglore,CCU → GAU → BLR,10:20,435,1 stop,5608
465,465,Jet Airways,2019-01-05,Kolkata,Banglore,CCU → BOM → BLR,20:00,845,1 stop,13941
466,466,Jet Airways,2019-01-05,Kolkata,Banglore,CCU → BOM → BLR,6:30,1610,1 stop,9663
467,467,IndiGo,2019-01-05,Mumbai,Hyderabad,BOM → HYD,20:05,95,non-stop,2227
468,468,Jet Airways,2019-01-05,Banglore,Delhi,BLR → DEL,8:20,180,non-stop,5198
469,469,IndiGo,2019-01-05,Chennai,Kolkata,MAA → CCU,5:15,145,non-stop,3850
470,470,Vistara,2019-01-05,Banglore,Delhi,BLR → DEL,7:00,160,non-stop,4668
471,471,Jet Airways,2019-01-05,Kolkata,Banglore,CCU → BOM → BLR,18:55,910,1 stop,8586
472,472,Air India,2019-01-05,Kolkata,Banglore,CCU → BBI → BOM → BLR,12:00,590,2 stops,10676
473,473,IndiGo,2019-01-05,Kolkata,Banglore,CCU → BBI → BLR,19:35,220,1 stop,4226
474,474,Air Asia,2019-01-05,Kolkata,Banglore,CCU → DEL → BLR,7:35,955,1 stop,5192
475,475,Jet Airways,2019-01-05,Banglore,Delhi,BLR → DEL,18:55,185,non-stop,4030
476,476,Jet Airways,2019-01-05,Kolkata,Banglore,CCU → DEL → BLR,9:35,505,1 stop,10703
477,477,Jet Airways,2019-01-05,Kolkata,Banglore,CCU → DEL → BLR,17:00,1285,1 stop,9314
478,478,Jet Airways,2019-01-05,Kolkata,Banglore,CCU → BOM → BLR,21:10,450,1 stop,14781
479,479,SpiceJet,2019-01-05,Chennai,Kolkata,MAA → CCU,17:45,140,non-stop,3543
480,480,Air Asia,2019-01-05,Kolkata,Banglore,CCU → IXR → DEL → BLR,15:10,500,2 stops,5192
481,481,IndiGo,2019-01-05,Kolkata,Banglore,CCU → BLR,11:30,155,non-stop,5644
482,482,SpiceJet,2019-01-05,Kolkata,Banglore,CCU → IXB → BLR,11:15,435,1 stop,8844
483,483,Vistara,2019-01-05,Kolkata,Banglore,CCU → DEL → BLR,17:00,1065,1 stop,9187
484,484,Air India,2019-01-05,Kolkata,Banglore,CCU → DEL → BLR,7:00,555,1 stop,10203
485,485,SpiceJet,2019-01-05,Kolkata,Banglore,CCU → BLR,9:00,145,non-stop,4174
486,486,Jet Airways,2019-01-05,Kolkata,Banglore,CCU → GAU → BLR,10:20,435,1 stop,8355
487,487,Jet Airways,2019-01-05,Banglore,Delhi,BLR → DEL,17:45,180,non-stop,7229
488,488,IndiGo,2019-01-05,Banglore,Delhi,BLR → DEL,0:30,175,non-stop,4284
489,489,IndiGo,2019-01-05,Kolkata,Banglore,CCU → BLR,17:15,155,non-stop,4804
490,490,Jet Airways,2019-01-05,Kolkata,Banglore,CCU → DEL → BLR,17:00,395,1 stop,13067
491,491,Air India,2019-01-05,Mumbai,Hyderabad,BOM → HYD,19:30,75,non-stop,3100
492,492,IndiGo,2019-01-05,Kolkata,Banglore,CCU → PAT → BLR,9:20,295,1 stop,8443
493,493,SpiceJet,2019-01-05,Kolkata,Banglore,CCU → BLR,9:00,145,non-stop,3841
494,494,GoAir,2019-01-05,Kolkata,Banglore,CCU → AMD → BLR,16:40,455,1 stop,6484
495,495,Jet Airways,2019-01-05,Kolkata,Banglore,CCU → BOM → BLR,16:30,730,1 stop,8586
496,496,Jet Airways,2019-01-05,Mumbai,Hyderabad,BOM → HYD,2:55,85,non-stop,3210
497,497,Jet Airways,2019-01-05,Mumbai,Hyderabad,BOM → HYD,10:20,90,non-stop,8040
498,498,IndiGo,2019-01-05,Kolkata,Banglore,CCU → BLR,4:40,155,non-stop,4804
499,499,IndiGo,2019-01-05,Mumbai,Hyderabad,BOM → HYD,9:10,90,non-stop,4575
500,500,Jet Airways,2019-01-05,Kolkata,Banglore,CCU → DEL → BLR,9:35,575,1 stop,9314
501,501,IndiGo,2019-01-05,Banglore,Delhi,BLR → DEL,1:30,165,non-stop,4077
502,502,GoAir,2019-01-05,Banglore,Delhi,BLR → DEL,20:55,165,non-stop,3898
503,503,Air India,2019-01-05,Kolkata,Banglore,CCU → DEL → COK → BLR,20:30,1035,2 stops,15164
504,504,Jet Airways,2019-01-05,Kolkata,Banglore,CCU → DEL → BLR,17:00,1005,1 stop,9314
505,505,Air India,2019-01-05,Kolkata,Banglore,CCU → DEL → BLR,10:00,375,1 stop,10203
506,506,Jet Airways,2019-01-05,Kolkata,Banglore,CCU → BOM → BLR,20:00,800,1 stop,9663
507,507,Air India,2019-01-05,Mumbai,Hyderabad,BOM → HYD,21:05,80,non-stop,3625
508,508,Jet Airways,2019-01-05,Kolkata,Banglore,CCU → BOM → BLR,14:05,1090,1 stop,13941
509,509,Jet Airways,2019-01-05,Delhi,Cochin,DEL → AMD → BOM → COK,23:05,1760,2 stops,16704
510,510,Jet Airways,2019-01-05,Kolkata,Banglore,CCU → DEL → BLR,20:25,1480,1 stop,12121
511,511,Air India,2019-01-05,Kolkata,Banglore,CCU → GAU → DEL → BLR,16:45,1185,2 stops,14960
512,512,Air India,2019-01-05,Kolkata,Banglore,CCU → BOM → AMD → BLR,9:25,1200,2 stops,14687
513,513,Jet Airways,2019-01-05,Mumbai,Hyderabad,BOM → HYD,2:55,85,non-stop,5678
514,514,Jet Airways,2019-01-05,Kolkata,Banglore,CCU → DEL → BLR,20:25,1540,1 stop,14151
515,515,Jet Airways,2019-01-05,Kolkata,Banglore,CCU → BOM → BLR,18:55,910,1 stop,13941
516,516,IndiGo,2019-01-05,Delhi,Cochin,DEL → BOM → COK,18:35,415,1 stop,8854
517,517,IndiGo,2019-01-05,Kolkata,Banglore,CCU → HYD → BLR,15:15,290,1 stop,4775
518,518,SpiceJet,2019-01-05,Mumbai,Hyderabad,BOM → HYD,22:45,90,non-stop,1965
519,519,SpiceJet,2019-01-05,Chennai,Kolkata,MAA → CCU,9:45,135,non-stop,3597
520,520,Vistara,2019-01-05,Kolkata,Banglore,CCU → DEL → BLR,20:20,765,1 stop,8452
